tweet_id,sentiment,tasks,users,technologies,organizations,job_competencies,job_profiles,nouns,verbs,adjectives,subjects,objects,predicates,topic
1597925670864420864,negative,,,,"GPT3, Emerson, GPT3","electricity principles, remove dust",,"please, updgrade, version, inhouse, one, results, emerson, gpt3, chatbots, openai, responses, dust","gpt3, used, use, yields, doesnt, powered, made, leave","username, current, better, other, replikas, nonsensical, stupid","you, that, it, it doesnt emerson and other gpt3 powered chatbots made with openai, it doesnt emerson and other gpt3 powered chatbots made with openai leave","the version that you used to use not the current inhouse one that supposedly yields better results, that, the current inhouse one that supposedly yields better results, better results, openai, nonsensical stupid responses in the dust, the dust",username,"openai, gpt4, gpt4 openai, successor, openai gpt4, openai has, chatgpt successor, successor gpt4, chatgpt gpt4, openai announces, openai chat, openai wont, gpt3, chatgptbut openai, chatgpt openai, model, say why, openai chatgpt, version, gpt4 chatgpt, bigger"
1597925243951099904,neutral,,,,"GPT3, Tokemon",,,"reddactivities, cum, monster, gpt3, tokemon","are, discovered",,the cum monster and gpt3,"themselves, tokemon",reddactivities,"gpt3, code, code spelled, scratch, spelled out, lets build, build gpt, from scratch, karpathy, coding, gpt from, andrej karpathy, gpt3 gpt3"
1597924968783806464,positive,,,,Exciting and Scary How Amazing GPT3,,,gpt3,"exciting, has, become","scary, amazing",amazing gpt3,,become,"chatgpt, ai, will"
1597924964207820800,neutral,,,model,,,,"openai, gpt3, davinci, model",tested,new,,the new openai gpt3 davinci model,tested,"davinci, davinci003, textdavinci003, model, davinci model, gpt35turbo, api, textdavinci002, gpt3 davinci, cheaper, davinci3, chatgpt api, models, 10x cheaper, gpt3 textdavinci003, da vinci"
1597924736310382592,neutral,,,twitter,gpt,,,"guido, twitter","is, writing, is",gpt,"guido 2020christophmolnar, it, you",twitter,is,"twitter, tweets, gpt, gpt4, gpt3, feed, tweeting, gpt twitter, threads"
1597924631532273664,neutral,generate titles emails tweets,,linkedin,GPT3,,,"gpt3, titles, tweets, posts, blog, examples","use, generate, emails, posts",linkedin,you,"gpt3, titles emails tweets and linkedin posts for your blog posts, your blog posts, some examples",what,"chatgpt, ai, will"
1597924408387112960,positive,,,artificial intelligence,"Breaking News, Artificial Intelligence Survey, Newsletter","surveying, decommissioning",,"news, issue, intelligence, survey, topic, newsletter, socials","breaking, is, read, resonate","new, artificial, free","breaking news, a new issue of artificial intelligence survey, you","news, artificial intelligence survey, it, the topic with newsletter to socials, newsletter, socials",is,"chatgpt, ai, will"
1597923899743735808,positive,,,,Data,"statistics, design principles, terminology",chief information officer,"opinion, trend, chinchilla, deepmind, language, models, data, artificialintelligence, stem, cyber","outperforms, found, cheaply, apr, is","tech, new, ai, gpt3, secret, scale, large, secret, key, siliconvalley, cio"," tech opinion, a new ai trend chinchilla 70b, gpt3 175b gopher 280b deepmind, no secret data","secret, large language models","outperforms, is","chatgpt, ai, will"
1597923446494621696,positive,,,,"GPT3, HITB",,,"openai, upgrades, poetry, lyrics","gpt3, stunning, rhyming, hitb",,openai upgrades gpt3,rhyming poetry and lyrics,stunning,"chatgpt, ai, will"
1597922845732081664,positive,,,,GPT3,,,"openai, poems, lyrics","updates, stunning, rhyming",gpt3,openai updates gpt3,poems and rhyming lyrics,stunning,"chatgpt, ai, will"
1597920114057580544,positive,,,,"GPT3, GPT3",,,"username, improvement, gpt3, version, gpt3, updates, quality, skills, ability, instructions, contents","anticipate, made, releasing, textdavinci003, include, writing, handle, generating","gpt4, new, higher, complex, lengthy","we, gpt4 username, the updates","yet another improvement to the gpt3, the gpt3, a new version of the gpt3, the gpt3, higher quality writing skills ability to handle more complex instructions better at generating lengthy contents, more complex instructions, lengthy contents","made, include","davinci, davinci003, textdavinci003, model, davinci model, gpt35turbo, api, textdavinci002, gpt3 davinci, cheaper, davinci3, chatgpt api, models, 10x cheaper, gpt3 textdavinci003, da vinci"
1597919377021706240,positive,,,"analytics, javascript, python, model","gpt gpt3, BigData Analytics DataScience AI IoT IIoT Python","JavaScript, Internet of Things, Python (computer programming)",,"model, parameters, model, parameters, model, gpt, gpt3, openai, llm, languagemodel, bigdata, analytics, datascience, iiot, python, rstats, serverless","trained, is, trained, openai, ai, javascript, cloudcomputing","accurate, iot","the model trained on 27 billion parameters, openai model gpt gpt3 openai llm languagemodel bigdata analytics datascience, iot iiot python","27 billion parameters, the model trained on 175 billion parameters, 175 billion parameters, javascript cloudcomputing serverless, serverless",is,"chatgpt, ai, will"
1597918999144431616,positive,,,,gpt3,,stand-in,"top, head, things, job","double, check, mistake, are, got, categorized, is","username, solid, i, compostable, invalid, gpt3, enthusiastic","username pretty solid actually i can double check them off the top of my head, i, things that are not compostable invalid they got categorized too gpt3, that, they","them, the top of my head, my head, too gpt3, its job",mistake,"chatgpt, ai, will"
1597917938887323648,neutral,,,model,,"use personal organization software, business model",armed forces officer,"i, trend, business, model, openai, time, companies, top, opensource, models, retain, customers","think, see, makes, wonder, is, transition, build, openai, gpt4, be, mindblowing","username, general, viable, finetuned","username i think thats the general trend we see which makes me wonder how viable the business model for openai is over time companies will transition away from it as they build on top of finetuned opensource models how will openai retain customers gpt4 better, i, that, we, which, me, how viable the business model for openai, companies, they","openai, time, it, top of finetuned opensource models how will openai retain customers gpt4 better, finetuned opensource models how will openai retain customers gpt4 better, retain customers, gpt4",mindblowing,"openai, gpt4, openai gpt, api, openai has, gpt3, openai gpt4, trademark, gpt4 openai, model, gpt5, openai api, from openai, if openai, access, models, openai gpt3"
1597916483019051008,positive,,,,GPT3,,,"openai, upgrades, poetry, andlyrics","gpt3, stunning, rhyming",,,rhyming poetry andlyrics,stunning,"chatgpt, ai, will"
1597915958370353152,positive,,,,GPT3,,,"openai, upgrades, poetry, lyrics, ars","gpt3, stunning, rhyming, technica",,openai upgrades gpt3,rhyming poetry and lyrics ars,stunning,"chatgpt, ai, will"
1597915891517177856,neutral,,,,,,,"rumors, valley, hitb",,"gpt4, silicon",,silicon valley hitb,rumors,"gpt4, gpt5, gpt4 gpt4, gpt4 has, here, gpt4 will, coming, week, gpt4s, release, released"
1597915547479334912,neutral,takes knowledge skills,,"javascript, software, html","GPT3, CSS","JavaScript, CSS, Java (computer programming)",,"i, gpt3, poem, software, development, reply, software, development, science, task, lot, patience, java, javascript, knowledge, skills, finesse","asked, write, is, takes, html, css, takes",,"i, the reply software development, that, it","gpt3, a poem about software development, software development, a lot of patience, patience, java and javascript, html, knowledge skills and finesse",asked,"chatgpt, ai, will"
1597915163151470592,neutral,generate saas microservices,,saas,"IMHO, GPT3",service-oriented modelling,,"imho, i, possibilities, gpt3, i, capabilities, saas, microservices","think, havent, explored, think, know, use, generate","username, username","i, we, i, username, all of its capabilities, one","all the possibilities with gpt3, gpt3, its capabilities, it, saas microservices",think,"chatgpt, ai, will"
1597914472416710656,neutral,follow for more,,model,,DevOps,,"textdavinci003, model, instructions, longerform, content, week, text, model, organization, devops, artificialintelligence, davinci, gpt3","handles, produces, published, according, ai, follow","complex, new, generative, more","the textdavinci003 model, openai, the devops, artificialintelligence davinci gpt3","more complex instructions, longerform content, a new generative text model, the organization the devops ai artificialintelligence davinci gpt3 follow for more, more",handles,"chatgpt, ai, will"
1597913563498442752,negative,,baby,,gpt,,,"face, baby","do, i, feel, gpt","hwas, smaller",i,hwas face gpt smaller baby,feel,"gpt, ask gpt, gpt gpt, lol, use gpt, using gpt"
1597912926614355968,negative,,person,,GPT,LESS,prompter,"person, views, gpt","describe, roleplay","username, acceptable, prompt",username,"a person, less socially acceptable views and prompt gpt, them",describe,"gpt, ask gpt, gpt gpt, lol, use gpt, using gpt"
1597912726407417856,neutral,,,,GPT3 Neural Language Models,terminology,,"language, models, risks, ofradicalization",,"gpt3, neural",,,models,"language, models, language models, gpt3, large language, text, natural, natural language, translation, language processing, nlp, tasks, models like, generate, gpt4, such as, like gpt3, gpt models, languages, language translation"
1597912713459650560,positive,,family,model,GPT3,terminology,,"gpt3, artificialintelligence, openai, openai, upgrades, poetry, lyrics, refinement, language, model, compositions, styles, openai, model, family","gpt3, stunning, rhyming, ai, generates, rhyming, announced","various, monday, new, gpt3"," gpt3 artificialintelligence openai openai upgrades gpt3,  gpt3 artificialintelligence openai openai upgrades gpt3 stunning with rhyming poetry and lyrics refinement to ai language model","rhyming poetry and lyrics, compositions, various styles on monday openai, monday openai, a new model in the gpt3 family of, the gpt3 family",generates,"chatgpt, ai, will"
1597912397016354816,neutral,,,,"GPTJT, tokens Article URL Comments URL Points",,,"v1, fork, gpt6b, tokens, article, comments, points, comments","releasing, finetuned","gptjt, url, url","releasing v1 of gptjt fork of gpt6b, url","v1 of gptjt fork of gpt6b, gptjt fork of gpt6b, gpt6b, 353b tokens article url comments, 105 comments",finetuned,"chatgpt, ai, will"
1597912258616889344,positive,,,,gpt3,,,"wow, i, lot, gpt3, i, solution, thanks, insight","knew, be, done, considered, bravo",username,"i, a lot, i, this solution","gpt3, the insight","username, knew, considered","chatgpt, ai, will"
1597912094480863232,neutral,,soon,,"GPT3, MacBook Air, VSCode, Copilot","design principles, think creatively",co-pilot,"weeks, copilot, yesterday, development, gpt3, experiments, macbook, air, frustration, vscode, copilot, machine","using, was, doing, felt, having, i, have, install","light, i, available","i, i","2 weeks of using copilot yesterday, copilot, some light development, my gpt3 experiments on my macbook air, my macbook air, the frustration for not having vscode and copilot available, vscode and copilot, it, that machine",felt,"copilot, github, github copilot, vscode, repo, coding, vs code, copilot chatgpt, visual studio, extension, codegpt, copilot or, vscode extension, chatgpt github, use, use copilot, pull requests"
